cpu,ram,disk,network,cpu_ram_usage,disk_network_load,cpu_ram_ratio,cpu_network_ratio,needs_scaling
1.4900639621209528,0.9818245847009405,-1.0323212627228946,-0.17478861364503157,4582,60,1.362068730677805,7.8999921000079,1
1.4361730817300022,0.7800984784504927,-0.8960605847206258,0.0930240014337818,4212,63,1.444444176954782,7.090902644633959,1
1.4900639621209528,1.2844137440766121,0.12589450029639032,0.6286492315914085,5056,80,1.2343748071289364,6.07691840237046,1
1.4361730817300022,1.385276797201836,0.19402483929752473,-0.44260122872384494,5148,77,1.181818002754848,8.666657037047736,1
1.2745004405571512,0.9313930581383285,-0.48727855071381937,0.0930240014337818,4275,69,1.3157892428439923,6.818175619840346,1
1.2206095601662008,0.7296669518878808,-0.9641909237217602,-0.44260122872384494,3922,60,1.396226151655443,8.222213086429905,1
0.9511551582114487,0.9313930581383285,0.33028551729979355,-0.7104138438026584,3933,78,1.210526103416473,8.624989218763478,0
0.9511551582114487,0.9313930581383285,0.19402483929752473,-1.2460390739602851,3933,74,1.210526103416473,11.499980833365278,0
0.8972642778204983,1.0322561112635524,1.0115889073111377,-0.44260122872384494,4012,89,1.152542177535224,7.5555471605031554,1
1.1667186797752502,1.0322561112635524,0.12589450029639032,-0.17478861364503157,4307,77,1.2372879258834024,7.299992700007301,1
0.8972642778204983,1.435708323764448,1.9654136533270194,-0.17478861364503157,4556,104,1.0149252216529518,6.7999932000068,1
1.3822822013390519,1.2339822175140003,0.33028551729979355,-0.44260122872384494,4851,79,1.2222220282187257,8.555546049393278,1
1.2206095601662008,1.0322561112635524,-0.21475719470928173,-0.7104138438026584,4366,70,1.2542370755530379,9.249988437514453,1
1.2745004405571512,0.9313930581383285,-0.5554088897149537,-0.44260122872384494,4275,66,1.3157892428439923,8.333324074084363,1
1.5439548425119032,1.2339822175140003,-0.07849651670701291,-0.7104138438026584,5040,72,1.2698410682791954,9.999987500015626,1
1.4900639621209528,1.385276797201836,0.33028551729979355,-0.9782264588814717,5214,77,1.1969695156106794,11.28569816328834,1
1.5978457229028535,1.435708323764448,-0.07849651670701291,-0.7104138438026584,5427,72,1.2089550434395457,10.12498734376582,1
1.4900639621209528,1.5365713768896718,0.7390675513066,-0.7104138438026584,5451,84,1.144927370300381,9.87498765626543,1
1.5439548425119032,1.48613985032706,0.46654619530206237,-0.44260122872384494,5440,81,1.1764704152249388,8.888879012356654,1
1.1667186797752502,1.5365713768896718,1.556631619320213,0.0930240014337818,5037,99,1.0579708611636434,6.63635760331127,1
1.2745004405571512,1.587002903452284,1.4885012803190785,-1.2460390739602851,5250,93,1.0714284183673688,12.49997916670139,1
1.0050460386023992,1.385276797201836,1.6928922973224818,-0.9782264588814717,4620,97,1.0606058999081969,9.999985714306122,1
0.9511551582114487,1.48613985032706,2.169804670330423,-0.7104138438026584,4692,105,1.0147057331315097,8.624989218763478,1
1.1128277993842999,1.48613985032706,1.8291529753247506,-1.2460390739602851,4896,98,1.058823373702445,11.999980000033334,1
1.2206095601662008,1.5365713768896718,1.079719246312272,-0.44260122872384494,5106,90,1.0724636126864329,8.222213086429905,1
1.3822822013390519,1.2844137440766121,0.39841585630092796,-0.7104138438026584,4928,79,1.2031248120117481,9.624987968765039,1
1.2206095601662008,0.7800984784504927,-0.759799906718357,-0.17478861364503157,3996,64,1.3703701165981266,7.3999926000074,1
1.0050460386023992,0.8809615315757165,-0.14662685570814732,-0.7104138438026584,3920,71,1.249999776785754,8.749989062513672,0
1.1667186797752502,0.8305300050131047,-0.41914821171268496,-0.9782264588814717,4015,66,1.327272485950457,10.428556530633529,1
1.4900639621209528,1.1331191643887764,-0.48727855071381937,-0.44260122872384494,4819,67,1.2950817549046303,8.777768024702196,1
1.5978457229028535,1.2339822175140003,-0.35101787271155055,0.0930240014337818,5103,71,1.2857140816326853,7.363629669427573,1
1.1128277993842999,1.2844137440766121,0.8753282293088688,-0.17478861364503157,4608,88,1.1249998242187773,7.1999928000072,1
1.1128277993842999,0.8809615315757165,-0.35101787271155055,-0.44260122872384494,4032,69,1.28571405612249,7.999991111120988,1
1.0050460386023992,0.7296669518878808,-0.6235392287160881,-0.44260122872384494,3710,65,1.3207544677821759,7.777769135812072,0
0.843373397429548,0.9818245847009405,0.6709372123054655,-1.7816643041179119,3886,79,1.1551722146254801,16.74995812510469,1
1.1128277993842999,1.0322561112635524,0.12589450029639032,-0.7104138438026584,4248,75,1.2203387762137667,8.999988750014063,1
1.2206095601662008,1.2339822175140003,0.26215517829865914,-0.9782264588814717,4662,76,1.1746029881582558,10.57141346940933,1
1.2745004405571512,1.48613985032706,0.8071978903077344,-0.17478861364503157,5100,87,1.1029410142733802,7.4999925000075,1
1.4900639621209528,1.435708323764448,0.19402483929752473,0.0930240014337818,5293,79,1.1791043016262235,7.181811652898498,1
0.7894825170385975,0.9313930581383285,0.8071978903077344,-0.7104138438026584,3762,85,1.1578945337027133,8.24998968751289,1
0.9511551582114487,1.1331191643887764,0.6028068733043311,-0.7104138438026584,4209,82,1.1311473555496139,8.624989218763478,1
1.3283913209481015,0.9313930581383285,-1.1004516017240291,-0.7104138438026584,4332,57,1.3333330994152457,9.499988125014845,1
1.5978457229028535,1.1331191643887764,-0.759799906718357,-0.44260122872384494,4941,63,1.3278686347756337,8.999990000011111,1
1.1128277993842999,1.3348452706392242,1.079719246312272,-1.2460390739602851,4680,87,1.1076921372781328,11.999980000033334,1
1.2206095601662008,1.435708323764448,0.46654619530206237,-0.7104138438026584,4958,80,1.1044774470929184,9.249988437514453,1
1.2745004405571512,1.48613985032706,1.4885012803190785,-0.9782264588814717,5100,94,1.1029410142733802,10.714270408185131,1
0.6817007562566967,0.6288038987626569,-0.010366177705878499,0.0930240014337818,3264,76,1.254901714725154,5.818176528930429,0
0.8972642778204983,0.9818245847009405,0.46654619530206237,-0.44260122872384494,3944,81,1.1724135909631739,7.5555471605031554,1
1.0589369189933495,1.3348452706392242,1.079719246312272,0.0930240014337818,4615,92,1.0923075242603808,6.454539586782194,1
1.5978457229028535,1.6374344300148957,0.5346765343031967,-0.44260122872384494,5751,82,1.1408449097401534,8.999990000011111,1
1.5978457229028535,1.385276797201836,-0.21475719470928173,-0.44260122872384494,5346,71,1.2272725413223422,8.999990000011111,1
1.3283913209481015,1.2339822175140003,0.05776416129525591,-0.9782264588814717,4788,73,1.2063490148652356,10.857127346960933,1
1.3822822013390519,0.8305300050131047,-0.48727855071381937,0.3608366165125952,4235,70,1.3999997454545916,6.416661319448901,1
1.2745004405571512,0.7800984784504927,-0.8960605847206258,-0.9782264588814717,4050,59,1.3888886316872904,10.714270408185131,1
1.2206095601662008,0.8809615315757165,-0.35101787271155055,-0.44260122872384494,4144,69,1.3214283354592258,8.222213086429905,1
0.7894825170385975,1.0322561112635524,1.079719246312272,-0.44260122872384494,3894,90,1.1186438781959527,7.333325185194239,1
1.0589369189933495,1.2844137440766121,0.9434585683100032,-0.7104138438026584,4544,87,1.1093748266601833,8.874988906263868,1
1.3822822013390519,1.435708323764448,0.6028068733043311,-0.7104138438026584,5159,82,1.1492535598129014,9.624987968765039,1
1.4361730817300022,1.5365713768896718,1.0115889073111377,-0.7104138438026584,5382,88,1.1304346187775913,9.749987812515235,1
1.651736603293804,1.435708323764448,0.05776416129525591,-0.9782264588814717,5494,73,1.2238804143462068,11.714268979615744,1
1.7056274836847543,1.587002903452284,0.5346765343031967,0.8964618466702219,5810,87,1.1857141163265548,5.928567193880576,1
1.5978457229028535,1.0322561112635524,-0.28288753371041614,0.0930240014337818,4779,72,1.3728811232404876,7.363629669427573,1
